PEDIDO_ID;DATA_PEDIDO;CLIENTE_ID;OBRA_ID;USINA_ID;TIPOCONCRETO_ID;M3_PEDIDO;STATUS;PRECO_UNITARIO;M3_ENTREGUE;HORA_SAIDA;HORA_CHEGADA;MOTIVO_ATRASO
1565;2024-04-17;973;1281;13;3;41.55;ENTREGUE;280.02;40.7493418722852;03:34:18;21:31:28;
1453;2024-04-22;1394;774;3;4;20.66;ATRASADO;384.95;21.587916425384627;05:00:14;00:07:00;Trânsito
1488;2024-01-05;607;1588;98;3;14.13;ATRASADO;417.25;13.84344139959161;16:08:04;01:08:49;Manutenção
1734;2022-10-09;972;2730;59;3;11.14;ENTREGUE;437.07;10.408094411115169;03:38:27;13:49:01;
455;2024-04-11;500;330;31;4;16.73;ATRASADO;431.41;15.871550371919959;00:51:27;23:30:14;Trânsito
1610;2024-06-12;338;861;47;3;16.83;ENTREGUE;418.4;16.889217254275653;14:01:16;19:50:37;
1692;2021-12-26;1822;2186;94;4;5.97;ENTREGUE;416.63;5.908998203513929;23:35:20;00:19:19;
1342;2022-03-12;525;2013;28;3;42.14;ENTREGUE;306.97;41.03633009928306;22:11:21;05:46:29;
547;2022-09-03;1477;1464;35;3;6.06;ENTREGUE;426.41;6.2000715126084875;02:55:12;05:04:18;
759;2023-09-21;1972;447;56;2;8.58;ENTREGUE;336.78;8.398532125971071;08:55:23;09:41:44;
405;2023-12-25;31;1114;95;1;20.28;ENTREGUE;397.33;18.651817974731642;14:58:50;01:03:00;
1685;2022-10-29;450;267;71;4;13.77;ENTREGUE;348.83;13.15192243452702;07:35:36;14:39:07;
662;2025-03-01;1802;1793;76;4;12.33;ATRASADO;454.65;12.177823555606574;15:02:56;08:19:34;Clima
1863;2022-01-21;960;1439;35;1;5.99;ENTREGUE;413.78;5.672789672292795;19:48:31;00:15:28;
1821;2023-02-24;189;1354;92;3;7.53;ENTREGUE;306.54;7.042273737505064;19:35:54;07:57:32;
259;2021-03-09;1732;2434;31;2;40.49;ATRASADO;288.73;37.0248167264211;20:05:38;17:18:16;Clima
844;2021-12-06;742;2264;63;1;35.73;ENTREGUE;293.86;36.648843066237625;06:43:39;17:13:02;
954;2025-02-19;266;66;7;1;23.61;ENTREGUE;327.3;22.358515278084315;11:51:23;00:10:55;
948;2021-12-10;457;1959;63;3;26.31;ENTREGUE;370.79;24.395603640264078;13:05:14;07:07:41;
855;2023-09-02;1141;2260;94;1;20.31;ENTREGUE;398.49;18.334163945762736;10:02:26;13:29:42;
762;2022-12-06;1961;256;29;2;34.19;ENTREGUE;484.63;31.082272947760018;10:48:00;12:40:08;
1049;2022-01-10;103;1923;44;3;29.18;ENTREGUE;437.65;26.456413902281994;20:03:36;02:21:32;
1448;2022-08-27;1145;2787;7;3;18.58;ENTREGUE;281.55;17.383261577088778;19:29:11;23:18:59;
479;2025-01-22;1977;855;71;4;35.76;ATRASADO;443.65;33.45994033751375;13:58:05;12:11:32;Manutenção
1987;2025-01-18;10;1077;12;1;43.55;ENTREGUE;430.48;42.498009782932016;17:53:29;21:14:21;
915;2022-09-16;188;1364;65;4;30.18;ENTREGUE;312.02;31.125839366014453;14:22:33;10:28:31;
1909;2023-04-28;1908;1653;11;3;5.19;ENTREGUE;331.83;5.032615650765463;17:15:38;11:52:32;
216;2024-12-11;748;1148;21;4;37.35;ENTREGUE;392.99;38.82602721965799;14:50:16;05:27:57;
1204;2023-08-19;1671;1313;77;1;19.29;ENTREGUE;413.6;19.39869965379281;18:26:45;03:05:00;
1337;2021-08-29;1518;1066;66;4;30.65;ENTREGUE;411.63;29.258192711795793;12:51:00;06:46:40;
1501;2022-04-17;1900;2525;37;1;42.57;ATRASADO;403.06;42.20115116027798;20:18:00;18:46:33;Clima
1856;2022-12-08;1321;1308;45;1;15.12;ATRASADO;438.0;15.120649385669983;20:30:04;22:11:26;Clima
736;2024-03-23;800;1018;32;3;19.34;ENTREGUE;374.22;17.44148355664556;20:31:38;10:33:43;
787;2024-12-06;1329;2415;53;2;16.17;ENTREGUE;364.21;16.619783010029618;18:54:41;12:51:54;
1468;2025-01-17;1193;107;56;4;17.84;ATRASADO;404.72;17.68088592961017;07:13:06;18:38:05;Manutenção
1844;2025-03-21;631;2128;50;4;36.21;ENTREGUE;361.11;35.581048712771334;23:16:31;16:48:19;
1955;2024-06-18;377;973;62;3;35.59;ENTREGUE;384.8;34.41405340322277;13:10:53;12:19:03;
1920;2021-01-14;1038;2137;15;2;36.15;ENTREGUE;436.35;33.19295144984978;03:09:33;13:56:02;
1656;2024-07-21;470;1035;74;3;17.46;ENTREGUE;363.48;18.244843541633085;00:56:39;09:40:05;
1885;2021-07-29;570;469;52;1;25.95;ENTREGUE;494.54;23.523488609749485;17:37:40;05:05:27;
1588;2025-05-15;1976;1101;28;1;14.77;ENTREGUE;460.31;14.530317482876638;07:24:09;19:07:40;
751;2023-08-31;322;350;62;1;36.85;ENTREGUE;297.13;34.02644892320863;13:07:10;03:40:27;
1720;2022-07-09;1001;675;81;4;34.31;ENTREGUE;332.06;34.66649040207456;10:58:19;12:39:46;
1070;2022-12-16;1634;2237;8;4;11.66;ENTREGUE;432.25;10.744896436906293;08:27:15;12:11:17;
1877;2022-04-01;934;2152;46;2;47.48;ENTREGUE;454.45;46.50274119139212;01:19:20;17:02:42;
573;2022-03-31;782;2100;3;2;42.41;ATRASADO;339.8;40.54662714833515;02:48:44;07:06:42;Clima
1859;2024-01-15;1831;249;11;1;6.97;ENTREGUE;391.18;6.973482299059219;06:13:58;04:01:54;
257;2021-03-13;720;193;32;1;37.37;ENTREGUE;345.09;39.042854609127915;16:22:40;13:52:52;
1840;2024-08-19;1541;2763;37;2;7.78;ATRASADO;491.81;7.566343034564905;19:56:20;06:48:11;Clima
11;2024-09-16;1523;1687;5;3;18.68;ENTREGUE;324.36;18.982549045956937;15:41:09;15:09:39;
863;2024-03-14;147;2133;26;3;13.29;ENTREGUE;492.8;12.787512501747253;21:07:32;19:29:13;
1451;2023-06-15;488;2873;57;2;33.39;ENTREGUE;471.76;30.48109560471767;09:27:00;08:11:05;
1986;2022-09-26;755;2258;89;3;33.7;ENTREGUE;438.36;34.65617229765897;05:55:55;07:46:25;
1042;2023-12-07;1637;1825;40;2;12.55;ATRASADO;403.23;13.088307318428106;12:53:56;05:04:03;Trânsito
1056;2024-02-05;1003;1713;61;2;31.78;ENTREGUE;349.09;29.29779719113429;05:02:22;05:00:04;
1600;2022-07-28;988;2430;80;1;34.33;ENTREGUE;359.27;31.624108311537668;00:41:14;04:49:26;
772;2021-07-23;429;1302;62;2;21.55;ENTREGUE;430.03;22.328877041037334;23:17:20;14:13:23;
183;2023-07-03;1131;2583;66;3;24.53;ENTREGUE;387.3;23.30114730819006;00:00:40;18:14:08;
1466;2021-10-24;598;1983;49;1;15.97;ENTREGUE;469.88;15.80402981645999;07:48:20;10:50:42;
1376;2021-05-12;1660;799;43;4;20.09;ENTREGUE;399.46;18.76402503171978;05:37:48;12:10:26;
575;2022-03-10;699;2294;73;4;15.46;ATRASADO;393.33;14.807135741355866;15:47:03;08:41:27;Clima
429;2022-08-06;1499;1707;14;4;32.67;ATRASADO;360.49;29.447857220228894;23:07:56;02:19:09;Manutenção
1812;2024-06-27;597;1470;30;3;9.05;ENTREGUE;486.63;8.912461738809133;19:05:59;17:34:33;
894;2021-02-24;1292;457;83;1;23.08;ENTREGUE;457.95;20.937929965505386;06:41:27;07:07:56;
774;2021-02-04;1635;2278;70;2;30.58;ATRASADO;494.36;28.684857170999393;14:07:38;00:29:12;Clima
1058;2021-08-23;340;1212;45;4;13.66;ENTREGUE;314.88;12.633500779245983;07:42:45;06:11:30;
1723;2025-01-07;303;71;53;4;30.24;ENTREGUE;283.31;28.117008769954502;20:47:37;00:40:03;
1118;2021-06-27;413;1756;88;3;10.65;ENTREGUE;475.21;9.763799958850148;19:23:50;04:43:09;
1044;2022-08-10;342;2226;64;1;25.78;ENTREGUE;364.13;26.914504321135976;21:33:17;17:01:55;
1873;2022-06-04;483;2444;64;1;48.43;ENTREGUE;401.27;44.10682229629607;11:57:18;17:17:19;
1593;2022-08-21;1232;1214;84;1;19.5;ENTREGUE;472.31;18.3250358511081;20:38:25;10:17:27;
833;2025-09-01;1198;1570;66;3;27.85;ATRASADO;331.41;29.166602623630318;21:03:24;09:37:05;Clima
1263;2021-10-27;379;618;21;2;35.7;ENTREGUE;478.65;36.97990878473543;10:42:39;14:47:39;
691;2023-10-15;62;734;69;2;47.52;ENTREGUE;476.4;45.70382968691762;16:39:36;16:59:07;
622;2023-02-27;1383;2829;46;1;20.87;ENTREGUE;314.13;19.82129930125396;06:28:28;09:31:44;
758;2023-08-10;1536;586;46;3;34.34;ATRASADO;288.99;35.87469396763068;00:43:39;15:45:01;Clima
1999;2023-07-06;59;2521;29;1;24.9;ENTREGUE;445.43;22.904214677366014;12:34:05;10:35:27;
530;2024-03-11;644;1499;2;2;42.55;ENTREGUE;367.48;38.59992179246819;17:33:44;19:16:15;
246;2021-01-17;1683;2076;34;3;9.51;ENTREGUE;395.86;9.41263829969532;01:56:29;09:08:30;
1782;2023-09-24;1018;1550;63;4;20.5;ENTREGUE;283.03;21.518811324549134;15:41:17;11:41:09;
307;2023-08-18;1774;489;7;4;31.43;ENTREGUE;422.82;30.344871072029026;23:40:30;08:42:10;
637;2024-10-12;1440;2791;58;2;41.97;ENTREGUE;369.64;41.87557528525706;13:17:36;02:52:12;
1328;2021-12-08;178;116;6;2;35.97;ENTREGUE;435.88;34.395246689922566;09:29:48;15:28:05;
1104;2021-03-26;4;1203;49;4;20.58;ENTREGUE;346.27;19.10901605689468;09:03:10;04:39:23;
1443;2023-01-06;258;1047;84;4;41.16;ENTREGUE;492.53;39.32520814280701;19:12:23;12:48:00;
501;2024-10-16;1885;1455;31;4;6.12;ATRASADO;331.43;6.30331607850128;12:21:37;06:42:34;Manutenção
517;2025-06-23;730;2803;70;2;45.86;ENTREGUE;355.83;45.7007099803179;17:58:45;14:48:59;
1022;2021-08-15;1087;222;20;4;14.79;ENTREGUE;429.27;14.758866981335801;07:56:59;00:24:04;
410;2024-08-26;558;2488;39;1;42.53;ENTREGUE;459.75;39.630150435623584;07:25:30;16:13:25;
1918;2024-03-06;866;1155;15;3;20.16;ATRASADO;487.69;18.638277090738466;12:18:21;03:11:45;Clima
1637;2023-01-10;797;1860;67;2;11.27;ENTREGUE;349.6;10.175159787329886;23:06:58;15:06:58;
625;2023-08-28;1951;2767;46;4;17.69;ENTREGUE;294.14;17.523886289306155;08:40:35;12:35:41;
1244;2023-02-24;1729;223;72;1;24.46;ENTREGUE;311.84;22.746283953304943;16:07:33;08:49:43;
499;2024-07-24;41;211;80;3;21.81;ENTREGUE;422.91;21.607426576559778;03:03:15;09:34:52;
1835;2021-03-27;1359;1940;65;1;12.34;ENTREGUE;341.39;12.315050862171715;21:42:49;12:03:10;
934;2022-06-21;1398;2967;58;1;29.0;ATRASADO;464.59;29.593951742599945;08:03:26;04:43:30;Clima
1153;2021-11-15;1739;1480;53;4;27.03;ENTREGUE;331.67;28.056638744824014;11:38:22;21:39:21;
799;2021-08-19;1117;2962;96;1;31.64;ENTREGUE;475.46;31.177356470564725;09:53:52;21:11:11;
461;2025-05-28;1804;698;17;1;38.14;ENTREGUE;340.39;38.68918350408562;13:28:32;16:35:12;
500;2023-10-04;1182;1723;33;3;42.98;ENTREGUE;349.84;42.852130490394295;08:36:38;21:56:35;
1543;2022-06-13;614;2849;77;4;6.66;ENTREGUE;364.47;6.033069456053012;08:23:51;16:01:32;
656;2022-10-03;1186;2371;97;1;38.8;ENTREGUE;312.59;36.13015401738101;12:41:01;15:12:56;
93;2023-09-04;476;1585;66;1;28.14;ENTREGUE;348.26;26.249844102304575;21:37:09;00:23:04;
728;2021-11-03;810;392;91;1;48.39;ENTREGUE;383.86;49.11983895353199;22:08:50;14:55:56;
1959;2023-04-22;1868;2720;68;2;18.35;ENTREGUE;409.57;18.587207570754895;17:49:47;22:20:39;
658;2021-04-28;1050;725;13;3;42.32;ATRASADO;325.58;43.34329493671172;17:21:50;05:41:55;Manutenção
1596;2021-06-25;1322;570;100;4;30.03;ENTREGUE;327.69;27.872225738290055;20:31:04;15:46:59;
1757;2023-03-20;1552;238;61;1;46.03;ENTREGUE;487.48;47.85890299181644;15:24:33;09:47:13;
1318;2025-09-01;869;904;35;2;9.94;ENTREGUE;292.59;9.685383997999502;16:34:38;02:17:31;
1919;2023-11-01;48;361;63;1;8.63;ENTREGUE;346.48;8.120130578491189;13:16:37;03:05:57;
1853;2024-08-05;854;2741;96;3;31.96;ENTREGUE;302.58;32.65340254055057;02:59:33;19:18:04;
1269;2024-06-01;758;542;95;3;23.93;ENTREGUE;297.3;22.357409118776598;23:00:59;06:18:50;
1547;2021-03-03;303;2930;5;4;48.36;ATRASADO;297.01;46.059873805779816;14:41:05;07:59:39;Manutenção
1544;2024-11-04;1528;274;14;4;41.89;ENTREGUE;458.56;38.00616530502404;02:55:22;09:06:26;
29;2025-01-09;1967;684;69;1;14.35;ATRASADO;472.9;14.302346639731535;23:34:18;23:28:48;Manutenção
1998;2023-02-13;1242;2309;29;2;5.11;ENTREGUE;295.44;5.197651204439245;00:59:27;11:45:40;
184;2022-03-09;1943;813;64;2;6.28;ENTREGUE;463.18;6.521020256329372;05:34:05;20:25:50;
1396;2023-10-21;244;1874;62;2;48.1;ENTREGUE;386.4;47.50935229662982;09:49:58;21:12:30;
1031;2022-12-03;1131;106;49;2;44.68;ATRASADO;451.0;46.15389667398054;17:33:27;19:22:55;Trânsito
430;2021-02-06;1404;2768;29;3;46.61;ATRASADO;440.3;46.50654979150991;18:26:49;02:06:16;Trânsito
843;2021-06-25;1837;2158;85;3;10.62;ENTREGUE;458.69;9.721744846253822;10:29:51;21:13:05;
1189;2023-01-23;1053;2985;13;1;47.99;ENTREGUE;379.49;49.577835475948625;21:08:15;01:10:41;
395;2021-12-22;1782;1359;19;3;42.12;ENTREGUE;331.63;37.91088491681481;00:39:57;18:54:17;
821;2021-09-25;1240;767;54;3;40.59;ENTREGUE;308.35;37.97780208874774;18:24:57;19:13:39;
1870;2022-10-05;311;1093;75;4;18.89;ATRASADO;446.28;18.27803354617865;06:05:26;22:59:52;Manutenção
1005;2024-04-28;1919;2554;17;2;20.51;ENTREGUE;492.27;21.037768806973766;15:22:59;15:11:50;
1817;2022-04-01;901;1881;61;1;15.92;ENTREGUE;305.42;15.802040047055463;21:16:20;04:29:13;
1957;2024-12-15;1709;896;55;2;38.37;ENTREGUE;408.2;35.53655673007234;12:53:29;05:25:24;
1787;2023-01-07;875;1686;94;3;42.73;ENTREGUE;425.72;43.72122507683046;23:59:06;08:09:15;
609;2023-04-16;1432;441;43;2;15.76;ATRASADO;449.7;14.44732483267753;05:52:27;10:33:12;Clima
1032;2022-08-05;81;1639;52;2;6.34;ATRASADO;417.28;5.966988982904613;06:21:30;12:13:40;Trânsito
493;2022-06-30;206;2543;69;2;34.08;ENTREGUE;295.35;31.327041719026816;12:03:05;11:59:00;
1059;2024-02-16;137;1724;80;1;14.14;ENTREGUE;280.25;13.201423137793915;00:27:52;00:43:08;
371;2022-07-03;1611;2976;82;1;47.86;ATRASADO;328.76;47.962024759701464;12:21:26;00:21:30;Trânsito
1621;2025-01-26;700;2788;8;2;26.67;ENTREGUE;449.59;24.693408933465214;23:46:05;08:03:35;
1346;2024-07-21;261;1499;71;2;49.7;ENTREGUE;313.11;50.329722320607125;13:57:43;09:39:34;
310;2021-02-15;401;776;15;1;16.82;ENTREGUE;485.8;17.059847825467408;21:12:45;22:05:37;
1578;2024-03-11;453;2848;34;4;5.05;ENTREGUE;421.67;4.571873613501305;03:01:07;16:08:26;
1667;2022-02-25;1887;2327;43;1;21.31;ENTREGUE;314.77;21.487533715637912;10:20:41;09:08:59;
1779;2021-10-27;399;977;69;3;15.01;ENTREGUE;299.24;14.268828613372552;20:20:48;06:54:40;
127;2024-07-27;336;670;15;1;41.48;ENTREGUE;410.42;42.37237452021079;03:28:07;23:49:45;
1404;2023-10-29;1157;409;34;3;46.87;ENTREGUE;428.68;47.811050558090045;08:39:36;06:51:21;
40;2021-09-13;539;2227;88;3;5.28;ATRASADO;407.19;4.99065827998767;17:20:12;08:36:03;Clima
592;2023-06-20;825;1419;7;4;34.04;ENTREGUE;357.38;34.934200906225094;10:15:20;01:03:14;
566;2023-06-06;963;2941;92;4;23.14;ENTREGUE;486.12;22.294012885573;01:51:46;11:29:14;
897;2021-08-25;1394;909;86;3;21.11;ENTREGUE;368.22;20.209525265681997;09:33:18;16:41:13;
675;2021-09-08;1591;1357;50;4;38.39;ENTREGUE;431.63;39.3972769018981;19:52:01;23:18:42;
1048;2022-11-19;1146;787;41;1;12.78;ENTREGUE;305.38;12.255337774804484;03:00:18;22:35:31;
156;2022-11-09;905;2059;79;3;31.23;ENTREGUE;458.5;28.570477063864722;22:07:18;21:21:16;
1961;2023-04-11;1068;2092;87;3;36.58;ENTREGUE;310.3;37.789688003580025;17:35:43;16:42:04;
1173;2023-09-06;1740;1957;46;3;23.37;ENTREGUE;344.21;24.502336947193374;15:22:32;00:32:28;
1813;2021-12-16;1040;89;82;3;7.48;ENTREGUE;465.56;6.7626939659884435;23:13:07;08:54:46;
378;2025-04-09;840;1080;54;1;39.4;ATRASADO;321.77;35.65461550008461;16:23:15;11:53:19;Manutenção
1046;2023-11-10;1647;964;35;2;15.02;ATRASADO;351.73;15.205038351394101;05:19:41;03:16:48;Manutenção
1979;2022-09-24;177;1455;78;1;6.22;ATRASADO;409.55;6.119515335475445;16:05:28;00:24:19;Trânsito
1113;2023-05-22;454;279;68;2;36.15;ENTREGUE;365.67;33.33214144916325;13:01:39;14:21:36;
512;2023-03-15;1727;497;94;3;34.81;ENTREGUE;351.56;32.93074857585073;20:18:49;10:27:09;
175;2024-01-17;1775;2949;64;1;39.67;ENTREGUE;403.63;37.43748253236114;01:02:03;13:26:42;
966;2022-09-01;1726;1741;19;1;25.77;ENTREGUE;383.48;23.85975921526377;11:33:13;23:04:40;
301;2024-04-14;1573;1334;9;2;17.26;ENTREGUE;453.44;17.43230962469172;08:31:01;23:37:24;
1978;2023-01-25;1733;1152;13;2;21.99;ENTREGUE;330.62;21.33091485955235;11:40:58;00:43:50;
1325;2021-03-10;1793;1448;56;3;9.33;ENTREGUE;305.79;9.05555735954384;21:35:29;23:51:24;
1619;2022-01-12;581;641;60;3;44.76;ENTREGUE;304.61;46.652488811020156;12:36:35;13:43:07;
1645;2025-08-19;535;54;99;4;12.5;ENTREGUE;409.04;11.512721640356368;08:44:20;23:53:18;
323;2025-01-02;1486;2960;3;1;45.42;ENTREGUE;350.63;47.646668970523976;07:11:48;22:24:22;
1776;2023-12-03;1506;2589;88;4;47.24;ENTREGUE;330.18;44.79425303711968;09:18:45;04:50:56;
746;2025-04-04;722;327;18;4;41.03;ENTREGUE;426.49;38.539588462757024;06:23:00;17:48:50;
1658;2025-02-23;1639;1344;49;4;31.71;ENTREGUE;419.59;28.800246642940124;15:06:38;22:10:23;
427;2025-03-20;732;13;95;2;17.25;ENTREGUE;484.69;17.215727625524323;02:47:24;20:10:24;
1996;2025-01-09;1335;1349;36;2;33.85;ENTREGUE;382.86;32.663756750125586;12:55:15;20:00:52;
137;2025-02-13;315;2141;77;2;31.8;ENTREGUE;469.52;29.973312066516385;23:45:25;00:27:10;
182;2023-02-12;1738;521;35;3;20.05;ENTREGUE;485.67;19.998168538954214;19:12:38;13:05:19;
1369;2023-11-23;818;2727;3;3;26.49;ATRASADO;384.85;25.89411674720211;12:45:00;00:50:41;Clima
874;2023-08-31;322;717;58;2;37.55;ENTREGUE;337.59;35.53384188305039;08:54:56;11:42:04;
1419;2025-06-06;1797;1151;52;1;23.74;ENTREGUE;377.41;22.91970644195457;12:48:56;22:12:45;
511;2022-02-08;1467;1562;74;4;16.03;ATRASADO;415.31;14.625392814047737;11:44:49;23:15:13;Trânsito
112;2021-05-23;37;149;71;4;26.36;ENTREGUE;449.04;24.545242771707983;18:52:19;13:01:05;
729;2021-03-15;1582;2727;33;3;40.61;ENTREGUE;346.69;41.06505187577041;14:57:35;07:40:03;
189;2022-01-04;479;1068;78;1;37.98;ENTREGUE;429.19;38.16323135083755;18:01:43;01:56:11;
78;2023-09-08;1024;2275;97;2;45.92;ENTREGUE;292.08;42.932454824959876;15:24:20;10:31:44;
152;2025-01-23;194;1025;63;2;25.81;ENTREGUE;368.87;26.659219440343218;00:29:50;21:53:45;
1109;2021-11-27;1801;247;64;1;21.48;ENTREGUE;293.65;22.46692018275041;07:34:45;21:00:16;
597;2024-01-10;1327;2479;88;3;16.62;ENTREGUE;394.44;17.385661507808095;21:44:17;05:34:28;
1327;2021-07-24;785;402;2;2;30.89;ATRASADO;454.26;28.07213180022756;14:19:35;04:21:23;Trânsito
1715;2022-11-09;1525;542;53;1;44.65;ENTREGUE;303.09;46.25085017141399;12:30:15;17:00:27;
1402;2022-04-20;643;2740;31;3;9.0;ENTREGUE;416.87;8.401039121334499;21:31:18;22:43:53;
717;2021-09-10;1785;1302;43;3;21.75;ATRASADO;309.68;22.727404075445087;05:52:52;18:15:13;Clima
1221;2022-05-19;1076;2521;82;4;35.36;ATRASADO;307.32;35.29561218199413;23:15:14;15:55:01;Manutenção
1603;2025-05-18;492;1172;17;1;40.15;ATRASADO;366.12;41.62389927197035;10:34:34;19:40:17;Trânsito
914;2023-05-17;1354;122;37;3;5.74;ENTREGUE;444.7;5.994680662496253;05:55:30;08:30:19;
272;2022-08-06;86;2397;32;3;38.37;ENTREGUE;284.86;35.175671431808574;03:06:35;15:06:58;
242;2023-10-08;138;2206;91;1;30.14;ENTREGUE;287.21;30.51355195909166;00:03:12;15:50:25;
1654;2021-12-25;1955;1749;70;2;42.65;ENTREGUE;314.98;39.88027785913284;13:33:04;22:01:22;
163;2023-01-13;973;2446;36;1;46.62;ENTREGUE;478.91;48.033265654133245;05:46:36;11:53:36;
1475;2024-09-06;345;2793;33;4;10.35;ENTREGUE;463.73;10.81991416685633;05:30:21;09:21:29;
1705;2023-10-15;1915;373;67;3;35.76;ENTREGUE;432.19;32.2201757794647;17:50:26;02:46:41;
448;2022-11-04;517;2161;84;4;5.89;ENTREGUE;495.17;5.62447099852263;17:05:41;01:22:50;
364;2024-07-31;241;2917;64;2;24.23;ENTREGUE;406.7;24.572156116169758;02:42:09;13:40:57;
1739;2021-06-01;1220;2546;62;1;16.39;ENTREGUE;476.82;17.1030296181652;08:21:23;20:36:11;
1241;2025-01-16;1347;645;77;3;5.62;ENTREGUE;289.57;5.090383901807277;03:26:05;05:34:41;
443;2025-02-26;1255;2148;72;4;29.95;ATRASADO;396.55;27.576891750872697;14:29:44;09:21:16;Clima
1938;2021-07-31;494;1803;52;4;19.25;ENTREGUE;392.74;19.582408547345796;07:37:43;03:11:44;
199;2021-05-03;592;441;21;4;23.26;ENTREGUE;333.31;21.743022518135074;12:03:41;19:58:07;
1522;2022-05-03;1332;1923;100;1;22.27;ENTREGUE;343.12;20.078251096734792;15:01:15;10:23:21;
1039;2022-01-30;1396;2942;6;2;33.79;ENTREGUE;472.48;32.299389094417606;14:12:34;03:38:20;
1839;2025-05-01;1671;490;81;4;6.22;ENTREGUE;460.68;6.4676935654292285;07:15:19;04:05:45;
376;2021-03-22;1019;1949;20;4;12.81;ENTREGUE;380.48;11.72365997402318;19:36:59;21:00:40;
1524;2022-06-23;348;2845;74;2;35.67;ENTREGUE;297.56;35.72353769535064;23:16:27;15:07:56;
880;2024-02-25;829;123;69;1;11.28;ENTREGUE;334.16;11.025323069218636;06:16:26;03:06:36;
318;2023-01-06;1274;699;82;2;12.35;ENTREGUE;363.37;11.437884258788632;08:20:46;08:22:07;
1268;2021-10-22;1636;2260;39;3;35.55;ENTREGUE;396.29;35.09039575125705;04:44:53;12:54:10;
1456;2025-03-21;1256;2830;8;1;49.07;ENTREGUE;438.39;47.37999252528452;04:31:38;23:42:23;
204;2024-02-15;1910;2155;5;2;12.22;ENTREGUE;390.97;11.642670623169279;18:59:38;09:13:59;
1232;2023-04-08;192;872;36;2;14.6;ENTREGUE;301.78;14.955290985323296;09:06:36;19:22:35;
570;2024-11-15;22;789;55;1;44.48;ENTREGUE;350.83;43.753486329075535;04:57:31;15:48:57;
269;2025-06-17;343;1926;26;2;19.55;ENTREGUE;418.07;18.367343646463716;16:07:58;00:07:27;
1100;2024-12-19;1298;106;75;3;32.74;ENTREGUE;397.41;30.224953223556916;09:04:52;16:53:50;
1738;2021-01-29;1693;2078;4;1;21.96;ENTREGUE;476.16;21.24504443016711;12:49:42;04:47:17;
877;2024-09-21;1881;2631;100;3;30.22;ENTREGUE;442.65;31.54247753723875;09:12:43;18:16:19;
1836;2024-07-19;914;2782;17;1;35.88;ENTREGUE;386.85;36.67583595250326;08:49:16;06:00:33;
545;2025-07-30;355;1391;97;3;41.79;ENTREGUE;385.32;39.85250773102288;16:54:25;15:21:04;
124;2025-03-06;953;2225;24;1;47.45;ATRASADO;323.85;43.08530835878599;09:09:43;23:57:02;Trânsito
1631;2024-07-11;158;923;8;3;49.41;ENTREGUE;457.21;47.146092136548425;08:45:54;14:49:02;
1429;2025-08-11;1592;895;67;3;35.21;ENTREGUE;427.69;36.59690570609385;01:46:30;03:41:49;
1310;2024-11-06;390;1298;24;4;12.66;ENTREGUE;465.1;12.132701995346775;06:27:59;20:30:19;
386;2021-02-02;621;144;34;1;9.9;ENTREGUE;474.66;9.634041373244953;12:34:15;08:29:07;
1136;2023-06-16;1982;1611;33;2;27.63;ENTREGUE;365.58;27.63405347579418;14:05:26;22:34:05;
1280;2023-08-23;1799;709;51;1;40.99;ENTREGUE;468.3;37.367206372665585;01:19:14;16:19:36;
1219;2025-06-03;838;1136;61;1;20.54;ENTREGUE;347.35;18.848422227183775;01:50:37;03:37:10;
1698;2021-07-10;737;1222;12;3;21.66;ENTREGUE;343.4;20.08735225524926;23:50:54;09:40:20;
1664;2021-07-04;587;1780;53;4;10.24;ATRASADO;335.94;10.7098666324129;07:38:28;11:07:20;Trânsito
1826;2025-01-28;807;444;86;2;7.54;ENTREGUE;472.78;7.1717662320630575;01:05:52;13:08:41;
884;2022-08-30;1980;1583;33;4;12.62;ENTREGUE;462.69;11.551765231280577;00:38:20;02:19:52;
1879;2021-07-16;1094;2198;5;2;40.74;ENTREGUE;422.51;41.884693194704916;07:29:12;00:12:24;
1624;2021-06-16;1875;2468;6;2;17.13;ENTREGUE;381.16;15.674424174316325;05:45:58;07:02:23;
1272;2024-05-31;1358;1154;35;3;22.34;ENTREGUE;328.01;21.84734806144671;14:51:21;11:06:30;
1674;2021-02-14;1639;293;94;4;22.22;ENTREGUE;469.76;23.203900417171162;05:49:08;12:30:10;
32;2023-04-18;526;1620;38;4;22.78;ENTREGUE;305.26;23.810336857855198;14:34:38;12:57:13;
1671;2022-06-04;1197;1336;62;2;25.7;ENTREGUE;316.69;26.313708284164125;13:30:38;21:42:10;
173;2023-05-03;1985;33;69;3;49.27;ENTREGUE;384.63;51.14796481280073;13:57:03;09:35:19;
1551;2024-03-12;651;520;36;3;33.75;ENTREGUE;469.22;30.465400511586736;04:12:19;09:32:59;
1629;2022-06-13;685;1197;100;2;8.18;ATRASADO;452.52;8.547829185938307;23:23:42;12:48:16;Clima
1724;2021-10-06;1858;1795;87;4;32.63;ENTREGUE;369.08;32.00349725395551;10:04:01;10:52:06;
1143;2021-10-13;623;1486;37;3;11.74;ENTREGUE;473.39;12.270925176950565;04:24:19;06:29:57;
107;2021-04-23;1021;895;31;2;22.3;ENTREGUE;423.28;22.93966890914129;13:18:49;22:35:39;
1805;2025-06-13;1833;1246;55;2;24.25;ENTREGUE;315.89;24.35310088122355;08:28:17;12:43:11;
