PEDIDO_ID;DATA_PEDIDO;CLIENTE_ID;OBRA_ID;USINA_ID;TIPOCONCRETO_ID;M3_PEDIDO;STATUS;PRECO_UNITARIO
796;2022-03-19;1735;651;30;2;6.49;CONFIRMADO;397.71
797;2024-09-15;1526;1146;44;2;23.02;CONFIRMADO;452.04
798;2022-02-03;1268;2841;5;2;17.74;CONFIRMADO;385.07
799;2021-08-19;1117;2962;96;1;31.64;CONFIRMADO;475.46
800;2024-08-08;1261;2870;99;4;39.37;CONFIRMADO;342.31
801;2025-06-27;82;1657;76;2;8.48;CONFIRMADO;294.47
802;2024-10-28;1558;1341;14;3;47.18;CONFIRMADO;335.34
803;2024-11-18;1753;405;3;3;15.98;CONFIRMADO;447.42
804;2021-11-29;982;763;17;4;13.84;CONFIRMADO;499.85
805;2024-02-26;588;1523;21;2;5.83;CONFIRMADO;374.28
806;2021-05-30;544;166;79;1;25.92;CANCELADO;364.05
807;2022-01-02;691;425;48;4;7.51;CANCELADO;297.84
808;2025-01-05;1426;2733;56;4;24.37;CONFIRMADO;419.61
809;2024-10-10;984;611;95;3;9.49;CONFIRMADO;325.38
810;2024-11-18;119;1207;56;3;40.48;CANCELADO;367.64
811;2021-05-26;201;392;20;2;18.26;CONFIRMADO;402.96
812;2022-12-17;1288;566;23;2;37.17;CONFIRMADO;289.87
813;2023-11-18;1928;1069;65;3;32.27;CONFIRMADO;368.43
814;2025-08-10;568;2035;64;3;19.99;CONFIRMADO;350.17
815;2025-02-25;575;2946;91;4;49.08;CONFIRMADO;490.58
816;2025-04-09;454;2878;68;3;39.49;CONFIRMADO;471.72
817;2024-04-06;1498;201;34;3;45.57;CONFIRMADO;467.48
818;2023-05-10;1812;2942;17;2;35.87;CONFIRMADO;384.97
819;2022-05-17;1690;1987;31;1;18.52;CONFIRMADO;410.87
820;2021-05-23;357;510;22;1;31.97;CONFIRMADO;352.09
821;2021-09-25;1240;767;54;3;40.59;CONFIRMADO;308.35
822;2024-09-11;1057;1295;61;4;44.57;CONFIRMADO;456.67
823;2021-09-19;1100;1008;82;4;5.11;CONFIRMADO;306.24
824;2025-07-28;203;1795;69;2;9.34;CANCELADO;407.75
825;2022-07-10;295;677;64;2;35.3;CONFIRMADO;426.73
826;2024-09-16;977;2179;86;3;24.84;CONFIRMADO;388.68
827;2024-12-30;1052;2070;7;2;25.09;CONFIRMADO;390.14
828;2024-08-12;538;280;32;1;37.73;CONFIRMADO;428.93
829;2023-12-03;1862;1936;75;3;30.35;CONFIRMADO;437.22
830;2021-02-04;1694;1773;4;1;31.99;CONFIRMADO;417.34
831;2023-04-30;1572;2794;47;4;42.35;CONFIRMADO;308.29
832;2022-10-22;1866;1924;73;4;5.65;CANCELADO;391.6
833;2025-09-01;1198;1570;66;3;27.85;CONFIRMADO;331.41
834;2022-12-04;1896;2698;43;3;15.17;CONFIRMADO;337.79
835;2023-12-11;17;1914;67;1;42.27;CONFIRMADO;374.34
836;2023-04-11;1930;1147;40;2;11.61;CONFIRMADO;306.41
837;2024-11-19;1815;187;17;4;33.6;CONFIRMADO;434.85
838;2021-06-05;1746;2322;60;3;27.97;CONFIRMADO;369.4
839;2021-08-07;1504;481;73;4;49.35;CONFIRMADO;345.23
840;2025-01-13;1473;1755;76;3;37.98;CONFIRMADO;378.07
841;2022-10-10;1576;2918;24;1;8.06;CONFIRMADO;448.82
842;2025-01-12;1700;335;97;2;11.18;CONFIRMADO;493.32
843;2021-06-25;1837;2158;85;3;10.62;CONFIRMADO;458.69
844;2021-12-06;742;2264;63;1;35.73;CONFIRMADO;293.86
845;2023-07-20;619;2676;65;1;22.74;CONFIRMADO;356.73
846;2023-05-29;1237;645;72;4;47.55;CONFIRMADO;328.46
847;2021-07-22;1153;2400;19;2;27.73;CONFIRMADO;284.72
848;2024-02-18;1269;1296;12;2;11.46;CONFIRMADO;281.24
849;2023-04-19;490;1372;55;2;10.45;CONFIRMADO;280.51
850;2024-07-13;1114;2565;81;2;33.71;CONFIRMADO;299.73
851;2021-10-28;35;907;39;3;48.09;CONFIRMADO;289.82
852;2022-09-27;917;403;32;3;28.06;CONFIRMADO;469.66
853;2021-05-13;1122;1671;41;4;6.09;CANCELADO;457.18
854;2024-07-12;1367;2372;61;3;15.8;CONFIRMADO;316.86
855;2023-09-02;1141;2260;94;1;20.31;CONFIRMADO;398.49
856;2021-11-30;1969;1339;2;4;25.89;CONFIRMADO;360.57
857;2021-10-04;490;2510;33;1;21.52;CONFIRMADO;297.47
858;2025-06-02;800;2790;61;2;36.75;CONFIRMADO;347.34
859;2023-03-08;834;740;32;2;22.5;CONFIRMADO;369.46
860;2025-07-19;1964;10;33;4;34.76;CONFIRMADO;426.31
861;2021-11-13;1371;2046;18;1;7.76;CONFIRMADO;472.58
862;2023-06-11;1985;1031;26;1;37.66;CONFIRMADO;477.86
863;2024-03-14;147;2133;26;3;13.29;CONFIRMADO;492.8
864;2024-02-16;1976;2433;67;1;16.19;CONFIRMADO;471.14
865;2023-03-26;282;1001;7;4;18.76;CONFIRMADO;439.22
866;2024-11-24;1767;2971;71;4;34.94;CANCELADO;391.79
867;2021-11-27;261;2190;98;4;5.51;CONFIRMADO;398.93
868;2024-12-31;1128;2584;80;2;19.54;CONFIRMADO;316.45
869;2021-01-03;1734;1439;8;4;43.65;CONFIRMADO;331.35
870;2025-08-03;1376;1612;90;3;42.35;CONFIRMADO;477.9
871;2022-01-31;1630;2587;70;3;7.41;CONFIRMADO;400.07
872;2024-08-17;933;192;47;2;15.91;CONFIRMADO;335.98
873;2021-02-05;1641;1515;48;4;14.02;CONFIRMADO;443.75
874;2023-08-31;322;717;58;2;37.55;CONFIRMADO;337.59
875;2024-04-26;642;1819;21;1;13.41;CANCELADO;499.77
876;2025-07-07;935;2269;63;3;18.52;CANCELADO;484.09
877;2024-09-21;1881;2631;100;3;30.22;CONFIRMADO;442.65
878;2022-08-10;66;1100;63;1;43.14;CONFIRMADO;439.78
879;2025-02-05;706;2733;28;3;13.89;CONFIRMADO;428.48
880;2024-02-25;829;123;69;1;11.28;CONFIRMADO;334.16
881;2023-08-20;1654;2919;79;2;40.06;CONFIRMADO;423.16
882;2024-05-27;1635;1164;8;2;45.29;CANCELADO;353.64
883;2024-05-26;3;1236;7;3;28.32;CONFIRMADO;294.62
884;2022-08-30;1980;1583;33;4;12.62;CONFIRMADO;462.69
885;2024-09-05;1196;2909;60;3;6.21;CONFIRMADO;364.69
886;2021-07-12;343;1507;61;1;23.26;CONFIRMADO;419.66
887;2024-05-01;1463;505;53;3;44.88;CONFIRMADO;298.24
888;2022-02-03;11;1131;63;1;41.77;CONFIRMADO;389.07
889;2024-01-17;1397;595;52;3;44.24;CONFIRMADO;446.35
890;2024-03-03;553;2254;40;4;17.02;CONFIRMADO;375.05
891;2021-02-22;42;13;56;1;6.35;CONFIRMADO;387.63
892;2022-03-31;957;427;7;3;23.8;CONFIRMADO;445.94
893;2021-11-04;1723;1513;89;4;26.29;CONFIRMADO;460.94
894;2021-02-24;1292;457;83;1;23.08;CONFIRMADO;457.95
895;2021-11-08;264;2997;69;3;23.36;CONFIRMADO;469.12
896;2023-02-10;1689;2682;55;1;25.73;CONFIRMADO;444.66
897;2021-08-25;1394;909;86;3;21.11;CONFIRMADO;368.22
898;2023-11-03;1827;2960;59;1;36.12;CONFIRMADO;478.49
899;2025-07-13;1149;100;67;2;35.51;CANCELADO;442.2
900;2022-07-10;1339;1390;54;1;20.65;CONFIRMADO;285.75
901;2021-05-15;1209;2014;24;2;39.05;CONFIRMADO;338.3
902;2022-09-15;1070;2218;57;3;45.71;CONFIRMADO;343.69
903;2024-07-04;591;1435;72;4;36.74;CONFIRMADO;292.01
904;2022-12-15;604;1603;39;2;16.09;CONFIRMADO;424.89
905;2022-02-03;1689;1567;62;3;36.99;CONFIRMADO;399.08
906;2022-10-22;1977;1575;3;1;29.82;CANCELADO;284.88
907;2024-03-04;381;2928;72;2;35.94;CANCELADO;490.24
908;2021-08-20;1635;2590;85;3;32.62;CANCELADO;395.04
909;2025-05-31;1897;712;73;2;21.53;CONFIRMADO;393.06
910;2023-05-30;345;2979;36;4;15.19;CONFIRMADO;282.99
911;2021-11-28;637;2104;41;3;13.58;CONFIRMADO;475.87
912;2023-10-14;250;2985;4;4;42.88;CONFIRMADO;337.41
913;2025-04-04;195;1457;55;2;22.82;CANCELADO;495.98
914;2023-05-17;1354;122;37;3;5.74;CONFIRMADO;444.7
915;2022-09-16;188;1364;65;4;30.18;CONFIRMADO;312.02
916;2021-09-08;139;59;62;2;31.24;CONFIRMADO;283.52
917;2023-09-14;664;404;76;2;33.18;CONFIRMADO;308.68
918;2022-10-07;722;2355;90;2;22.41;CONFIRMADO;282.43
919;2024-11-12;906;1922;49;4;26.87;CONFIRMADO;322.91
920;2025-05-25;1506;833;46;3;45.68;CANCELADO;354.57
921;2021-08-25;1470;757;33;4;45.23;CONFIRMADO;446.2
922;2023-10-12;18;307;22;1;29.78;CANCELADO;452.34
923;2024-08-17;395;790;32;4;26.95;CONFIRMADO;453.1
924;2023-05-06;886;2753;81;2;30.7;CONFIRMADO;380.63
925;2022-05-02;1392;2420;73;4;27.02;CONFIRMADO;399.51
926;2023-08-27;1303;1062;41;2;11.97;CONFIRMADO;285.71
927;2023-03-25;804;1028;33;2;9.98;CONFIRMADO;495.66
928;2022-01-15;1462;1496;1;3;49.42;CONFIRMADO;343.68
929;2024-03-22;1754;992;22;3;20.32;CONFIRMADO;393.1
930;2022-09-18;1899;1102;35;4;12.3;CONFIRMADO;287.12
931;2023-03-28;1633;813;71;4;15.16;CONFIRMADO;377.59
932;2023-06-28;927;2775;96;4;24.79;CONFIRMADO;292.68
933;2023-09-19;242;2928;92;2;33.46;CANCELADO;493.58
934;2022-06-21;1398;2967;58;1;29.0;CONFIRMADO;464.59
935;2025-06-07;1328;2465;51;2;16.35;CONFIRMADO;325.93
936;2021-05-24;1864;504;59;4;11.55;CONFIRMADO;424.79
937;2024-10-23;1967;1701;58;2;35.11;CONFIRMADO;435.71
938;2024-12-19;989;1611;82;1;20.1;CONFIRMADO;303.74
939;2021-05-20;1681;2509;45;3;48.04;CONFIRMADO;399.68
940;2023-06-25;1596;1140;63;2;21.3;CANCELADO;429.88
941;2025-03-12;1428;2248;37;1;10.03;CONFIRMADO;284.92
942;2024-09-25;988;1579;90;1;10.41;CANCELADO;470.52
943;2023-02-20;1335;1602;38;3;30.95;CONFIRMADO;400.39
944;2024-08-05;1013;2082;63;3;47.11;CONFIRMADO;413.23
945;2021-09-24;409;355;76;1;24.18;CONFIRMADO;294.4
946;2021-03-08;1834;1449;63;4;6.62;CONFIRMADO;285.3
947;2022-04-30;859;1924;34;1;10.58;CONFIRMADO;282.56
948;2021-12-10;457;1959;63;3;26.31;CONFIRMADO;370.79
949;2023-11-26;619;1042;71;1;42.71;CONFIRMADO;433.38
950;2021-01-23;144;1969;47;1;13.72;CONFIRMADO;451.58
951;2025-03-18;392;861;51;2;43.27;CONFIRMADO;375.75
952;2022-09-25;173;2413;80;4;10.42;CANCELADO;325.96
953;2022-02-18;1063;1282;14;1;12.98;CANCELADO;292.36
954;2025-02-19;266;66;7;1;23.61;CONFIRMADO;327.3
955;2022-08-03;1290;1984;90;4;19.14;CONFIRMADO;323.26
956;2023-12-05;666;354;97;1;13.88;CONFIRMADO;474.55
957;2023-03-15;1824;1354;53;1;35.39;CONFIRMADO;311.67
958;2025-03-11;1038;2440;39;3;46.23;CONFIRMADO;372.54
959;2023-11-01;981;1806;58;2;49.92;CONFIRMADO;425.12
960;2024-09-22;1725;2392;77;3;11.84;CANCELADO;495.16
961;2022-06-12;74;1411;94;1;23.22;CONFIRMADO;469.97
962;2025-01-11;778;1607;92;3;30.0;CONFIRMADO;323.17
963;2021-03-08;1424;1036;16;2;20.81;CONFIRMADO;353.23
964;2024-01-29;1700;1402;52;1;32.6;CONFIRMADO;487.34
965;2025-02-03;1509;1715;74;4;11.21;CONFIRMADO;418.49
966;2022-09-01;1726;1741;19;1;25.77;CONFIRMADO;383.48
967;2024-11-02;1924;1578;30;3;19.56;CONFIRMADO;414.02
968;2024-02-18;958;2105;76;4;26.68;CONFIRMADO;397.17
969;2024-09-21;172;2125;25;1;39.31;CONFIRMADO;410.14
970;2025-05-19;853;2305;84;2;7.81;CONFIRMADO;289.55
971;2024-05-18;581;25;12;1;42.38;CANCELADO;342.43
972;2025-08-31;338;2432;46;3;17.0;CANCELADO;412.31
973;2023-05-31;297;812;53;3;32.95;CONFIRMADO;405.46
974;2021-02-27;1332;2714;20;4;10.47;CONFIRMADO;473.66
975;2021-03-15;1106;272;68;2;41.46;CONFIRMADO;453.35
976;2022-12-18;415;2512;70;4;49.01;CONFIRMADO;335.33
977;2025-02-10;1627;361;16;3;40.08;CONFIRMADO;374.63
978;2022-07-10;897;2573;11;1;29.62;CONFIRMADO;428.86
979;2021-04-28;754;1579;42;1;45.98;CONFIRMADO;458.52
980;2024-08-02;1137;2482;66;3;42.15;CONFIRMADO;288.67
981;2024-09-16;428;290;70;1;38.74;CANCELADO;386.51
982;2021-01-27;45;2597;42;2;26.75;CONFIRMADO;443.82
983;2022-01-31;1189;2722;70;4;42.79;CONFIRMADO;300.3
984;2023-05-10;1356;220;91;1;48.81;CONFIRMADO;317.06
985;2024-04-10;406;1196;46;2;31.84;CONFIRMADO;329.94
986;2024-08-08;1040;70;82;2;14.8;CONFIRMADO;427.64
987;2024-07-21;1008;1640;26;2;26.72;CONFIRMADO;284.24
988;2025-06-23;1510;1188;13;1;44.26;CONFIRMADO;496.16
989;2024-07-11;1951;2178;6;1;36.56;CANCELADO;420.63
990;2023-02-14;1149;1094;93;2;31.62;CANCELADO;369.4
991;2023-08-04;1369;949;55;3;5.65;CANCELADO;325.3
992;2021-04-29;1947;2385;62;1;11.11;CONFIRMADO;282.39
993;2024-01-24;3;287;93;1;11.47;CONFIRMADO;353.65
994;2024-08-18;1472;2962;62;3;9.48;CONFIRMADO;295.45
995;2021-11-01;326;365;25;1;6.43;CONFIRMADO;302.37
996;2024-09-18;1759;1374;37;2;6.47;CONFIRMADO;311.62
997;2022-03-18;244;106;75;4;30.35;CANCELADO;328.39
998;2022-11-21;1934;2881;47;1;15.78;CONFIRMADO;301.49
999;2021-03-29;1913;27;49;4;5.74;CONFIRMADO;393.11
1000;2023-02-23;880;173;76;4;31.04;CONFIRMADO;300.4
1001;2021-02-14;1401;2896;75;2;42.23;CONFIRMADO;418.65
1002;2023-01-13;312;2449;22;4;38.92;CONFIRMADO;495.83
1003;2021-03-18;598;1938;53;1;9.19;CONFIRMADO;288.68
1004;2023-12-30;505;291;30;4;10.92;CONFIRMADO;307.17
1005;2024-04-28;1919;2554;17;2;20.51;CONFIRMADO;492.27
1006;2025-06-18;1812;2660;14;3;34.85;CONFIRMADO;474.66
1007;2025-08-03;778;2205;96;3;36.2;CANCELADO;331.04
1008;2024-04-19;720;2371;82;3;23.66;CONFIRMADO;419.25
1009;2024-07-31;1529;2480;89;3;44.19;CONFIRMADO;491.14
1010;2025-01-31;1335;69;26;4;16.77;CONFIRMADO;368.89
1011;2024-08-14;202;2799;88;1;12.8;CANCELADO;336.05
1012;2024-05-14;937;2317;40;4;38.55;CANCELADO;300.06
1013;2025-04-01;523;222;50;3;46.03;CONFIRMADO;361.58
1014;2022-05-12;1503;2924;50;4;22.94;CONFIRMADO;421.52
1015;2022-10-23;1629;969;61;4;28.67;CONFIRMADO;425.57
1016;2025-04-12;591;2868;61;2;15.56;CONFIRMADO;396.4
1017;2022-10-12;1638;1437;95;1;10.52;CONFIRMADO;436.82
1018;2022-05-05;1632;79;47;2;44.0;CONFIRMADO;361.02
1019;2023-02-23;1836;1449;19;2;5.45;CONFIRMADO;302.29
1020;2024-01-07;1711;741;82;4;38.91;CANCELADO;341.16
1021;2021-11-18;1116;1840;8;2;25.4;CONFIRMADO;419.69
1022;2021-08-15;1087;222;20;4;14.79;CONFIRMADO;429.27
1023;2024-08-05;1503;2353;61;3;41.91;CANCELADO;449.33
1024;2022-10-31;1432;2473;76;2;36.08;CONFIRMADO;439.22
1025;2021-02-11;580;2004;40;2;38.35;CONFIRMADO;342.52
1026;2021-10-20;357;2470;43;1;39.84;CONFIRMADO;292.65
1027;2023-07-14;1421;1923;68;4;24.74;CONFIRMADO;342.51
1028;2022-12-08;502;2538;24;1;6.92;CONFIRMADO;493.88
1029;2025-02-27;636;1876;30;3;47.94;CONFIRMADO;414.3
1030;2022-07-02;248;2335;68;4;18.14;CANCELADO;312.5
1031;2022-12-03;1131;106;49;2;44.68;CONFIRMADO;451.0
1032;2022-08-05;81;1639;52;2;6.34;CONFIRMADO;417.28
1033;2022-10-19;1442;2486;75;1;17.4;CONFIRMADO;446.23
1034;2022-11-25;359;1770;98;1;37.47;CONFIRMADO;453.23
1035;2023-02-24;535;2816;39;4;18.18;CANCELADO;442.56
1036;2023-12-06;1247;328;94;2;46.65;CONFIRMADO;357.41
1037;2023-05-12;51;294;66;4;14.21;CONFIRMADO;322.3
1038;2024-02-06;764;2475;76;4;19.55;CONFIRMADO;485.38
1039;2022-01-30;1396;2942;6;2;33.79;CONFIRMADO;472.48
1040;2021-03-22;1913;254;63;1;45.34;CONFIRMADO;419.3
1041;2021-04-08;1011;824;94;3;7.41;CONFIRMADO;380.59
1042;2023-12-07;1637;1825;40;2;12.55;CONFIRMADO;403.23
1043;2021-05-07;1402;2616;30;4;28.23;CONFIRMADO;332.91
1044;2022-08-10;342;2226;64;1;25.78;CONFIRMADO;364.13
1045;2021-04-13;1081;1776;20;1;43.9;CONFIRMADO;489.38
1046;2023-11-10;1647;964;35;2;15.02;CONFIRMADO;351.73
1047;2023-10-31;1805;1170;62;4;38.06;CONFIRMADO;475.29
1048;2022-11-19;1146;787;41;1;12.78;CONFIRMADO;305.38
1049;2022-01-10;103;1923;44;3;29.18;CONFIRMADO;437.65
1050;2024-01-03;1735;397;14;1;46.65;CONFIRMADO;451.78
1051;2023-09-16;792;473;81;4;47.98;CONFIRMADO;410.62
1052;2023-02-27;1148;2093;37;3;5.95;CANCELADO;303.07
1053;2024-02-20;1902;1801;33;1;30.52;CONFIRMADO;431.85
1054;2021-07-02;92;23;16;2;30.35;CONFIRMADO;458.89
1055;2024-08-27;1091;2163;43;3;6.57;CONFIRMADO;284.31
1056;2024-02-05;1003;1713;61;2;31.78;CONFIRMADO;349.09
1057;2022-04-02;615;2501;16;2;35.44;CONFIRMADO;411.53
1058;2021-08-23;340;1212;45;4;13.66;CONFIRMADO;314.88
1059;2024-02-16;137;1724;80;1;14.14;CONFIRMADO;280.25
1060;2022-11-10;942;716;51;3;26.35;CANCELADO;447.25
1061;2023-12-05;352;1812;15;3;30.18;CONFIRMADO;410.27
1062;2021-05-23;1560;2933;61;4;40.53;CONFIRMADO;361.1
1063;2025-01-14;427;2044;21;2;11.51;CANCELADO;329.29
1064;2023-07-22;135;2014;63;4;42.46;CONFIRMADO;358.71
1065;2021-02-23;140;2573;83;3;6.53;CONFIRMADO;288.46
1066;2024-02-28;1128;996;33;2;9.47;CONFIRMADO;292.47
1067;2025-01-13;1002;811;44;3;43.34;CONFIRMADO;486.45
1068;2023-04-17;539;2390;42;1;6.0;CANCELADO;429.03
1069;2025-07-15;1015;2691;95;4;20.63;CONFIRMADO;376.81
1070;2022-12-16;1634;2237;8;4;11.66;CONFIRMADO;432.25
1071;2021-06-09;1237;231;2;3;46.62;CONFIRMADO;345.24
1072;2024-01-21;1931;1118;45;4;32.92;CONFIRMADO;342.97
1073;2024-10-18;1478;1520;59;1;17.4;CONFIRMADO;437.47
1074;2022-04-09;124;1785;84;4;46.69;CONFIRMADO;345.07
1075;2025-08-25;1865;2277;96;4;18.84;CONFIRMADO;436.1
1076;2021-06-17;1342;1919;73;2;9.26;CONFIRMADO;442.95
1077;2022-10-17;1485;537;45;1;36.3;CONFIRMADO;338.65
1078;2021-09-30;1474;330;13;1;46.5;CONFIRMADO;484.74
1079;2022-09-08;819;66;66;2;18.83;CONFIRMADO;497.94
1080;2024-12-10;804;468;20;1;33.22;CONFIRMADO;329.66
1081;2022-05-22;580;2142;19;1;44.26;CONFIRMADO;404.4
1082;2024-09-28;1512;1115;12;3;14.86;CONFIRMADO;322.14
1083;2023-10-07;1724;777;60;2;17.44;CONFIRMADO;282.45
1084;2024-02-01;1194;1401;78;3;9.13;CONFIRMADO;311.88
1085;2025-02-28;1702;575;3;2;28.39;CONFIRMADO;411.53
1086;2023-07-16;101;1365;49;1;48.56;CONFIRMADO;373.79
1087;2022-12-05;401;1245;24;3;46.17;CONFIRMADO;294.44
1088;2021-03-24;1817;2516;83;1;9.26;CONFIRMADO;320.54
1089;2022-10-01;906;1655;76;1;9.83;CONFIRMADO;349.33
1090;2021-10-04;344;829;54;1;16.96;CONFIRMADO;496.53
1091;2024-01-30;872;2706;23;2;21.86;CONFIRMADO;457.89
1092;2021-12-21;361;1859;45;2;37.61;CONFIRMADO;298.57
1093;2022-02-08;1675;588;50;3;11.32;CONFIRMADO;350.39
1094;2023-11-23;460;405;59;4;30.43;CONFIRMADO;352.62
1095;2021-07-19;1175;2922;20;4;27.09;CONFIRMADO;350.52
1096;2025-06-14;1683;2862;17;4;36.88;CONFIRMADO;473.62
1097;2024-07-06;589;1489;27;2;15.33;CONFIRMADO;294.41
1098;2023-04-16;823;868;4;4;44.74;CONFIRMADO;480.4
1099;2025-07-23;901;2809;90;4;22.0;CANCELADO;371.64
1100;2024-12-19;1298;106;75;3;32.74;CONFIRMADO;397.41
1101;2024-02-15;152;2233;38;2;11.21;CONFIRMADO;433.59
1102;2024-02-22;1739;924;48;3;17.73;CANCELADO;332.58
1103;2022-06-16;1533;1587;59;3;42.19;CONFIRMADO;465.16
1104;2021-03-26;4;1203;49;4;20.58;CONFIRMADO;346.27
1105;2025-06-25;502;1893;26;3;35.02;CONFIRMADO;402.91
1106;2025-04-04;1132;641;16;4;45.34;CONFIRMADO;367.97
1107;2025-07-25;1421;2355;77;4;50.0;CONFIRMADO;431.93
1108;2025-02-02;943;584;7;2;17.33;CONFIRMADO;479.22
1109;2021-11-27;1801;247;64;1;21.48;CONFIRMADO;293.65
1110;2021-08-26;672;2983;88;4;6.41;CONFIRMADO;294.89
1111;2024-06-23;600;15;93;1;15.63;CONFIRMADO;294.57
1112;2021-02-02;764;855;71;4;19.9;CONFIRMADO;362.25
1113;2023-05-22;454;279;68;2;36.15;CONFIRMADO;365.67
1114;2021-07-05;1724;2675;35;4;23.25;CONFIRMADO;329.15
1115;2021-10-01;1058;2823;5;3;11.44;CONFIRMADO;488.44
1116;2021-05-16;942;1418;11;4;45.44;CONFIRMADO;306.04
1117;2024-11-18;1487;1968;57;4;21.58;CONFIRMADO;338.51
1118;2021-06-27;413;1756;88;3;10.65;CONFIRMADO;475.21
1119;2021-09-19;1538;1163;50;3;29.76;CANCELADO;382.09
1120;2025-03-15;687;68;65;2;43.94;CONFIRMADO;391.15
1121;2022-02-11;567;141;33;3;31.76;CONFIRMADO;385.83
1122;2022-08-27;1705;1784;84;3;25.82;CONFIRMADO;414.72
1123;2025-01-17;39;492;78;1;37.76;CONFIRMADO;364.8
1124;2024-07-07;1485;343;47;4;5.44;CONFIRMADO;347.25
1125;2023-03-05;928;515;33;2;15.6;CONFIRMADO;326.21
1126;2022-04-28;1404;1011;38;2;41.37;CONFIRMADO;485.96
1127;2025-01-08;983;662;31;4;37.18;CONFIRMADO;444.8
1128;2021-03-10;1168;858;70;1;28.75;CONFIRMADO;432.21
1129;2022-09-12;1544;1346;53;4;43.26;CANCELADO;293.46
1130;2023-12-05;1474;2741;55;1;24.17;CONFIRMADO;414.07
1131;2023-05-23;1996;1162;91;1;14.22;CONFIRMADO;491.45
1132;2024-05-13;299;729;27;3;23.17;CONFIRMADO;472.08
1133;2025-01-31;83;2548;82;2;44.28;CONFIRMADO;419.67
1134;2021-06-28;962;110;67;3;12.5;CANCELADO;487.9
1135;2022-05-12;1232;433;60;1;29.72;CONFIRMADO;376.06
1136;2023-06-16;1982;1611;33;2;27.63;CONFIRMADO;365.58
1137;2023-02-12;161;1730;98;3;49.01;CONFIRMADO;290.31
1138;2023-01-15;1305;1413;83;4;21.82;CONFIRMADO;462.03
1139;2022-07-26;1082;1101;81;4;38.19;CONFIRMADO;310.02
1140;2022-11-06;169;1924;96;2;5.22;CONFIRMADO;294.97
1141;2021-02-28;295;1450;4;1;21.86;CONFIRMADO;403.02
1142;2023-10-20;42;2819;11;4;22.37;CONFIRMADO;327.82
1143;2021-10-13;623;1486;37;3;11.74;CONFIRMADO;473.39
1144;2023-05-06;1118;2125;51;4;30.72;CONFIRMADO;350.11
1145;2024-06-16;1295;2767;24;3;24.42;CONFIRMADO;489.74
1146;2024-08-23;1544;1408;49;3;43.74;CONFIRMADO;281.07
1147;2023-08-06;128;2945;47;3;5.43;CONFIRMADO;428.37
1148;2021-06-10;920;2864;25;1;33.8;CANCELADO;317.34
1149;2024-04-10;1059;2591;14;4;18.63;CONFIRMADO;490.99
1150;2025-01-06;959;1704;14;4;5.9;CANCELADO;322.48
1151;2022-03-23;964;1837;58;4;39.98;CONFIRMADO;488.94
1152;2022-05-01;995;2465;62;1;34.4;CONFIRMADO;458.02
1153;2021-11-15;1739;1480;53;4;27.03;CONFIRMADO;331.67
1154;2022-02-02;1125;2976;48;3;43.55;CONFIRMADO;304.54
1155;2021-11-17;1290;686;64;1;28.37;CONFIRMADO;343.5
1156;2023-10-30;520;495;71;1;11.67;CANCELADO;481.91
1157;2023-07-09;1988;250;22;1;10.4;CONFIRMADO;328.27
1158;2021-03-09;1254;2385;60;3;39.79;CANCELADO;322.88
1159;2024-11-20;96;2009;64;1;34.92;CONFIRMADO;452.8
1160;2021-02-04;1555;868;81;3;36.39;CONFIRMADO;424.3
1161;2022-09-22;1566;1404;67;1;35.55;CANCELADO;434.49
1162;2022-04-19;1506;849;15;2;8.17;CONFIRMADO;335.72
1163;2024-04-20;1373;990;18;2;49.19;CONFIRMADO;442.75
1164;2024-04-15;379;445;70;3;26.91;CONFIRMADO;478.14
1165;2023-12-14;1537;1909;86;1;28.95;CONFIRMADO;497.44
1166;2025-01-22;566;1994;34;2;21.8;CONFIRMADO;299.48
1167;2022-08-06;931;2428;59;4;41.73;CONFIRMADO;394.71
1168;2024-12-10;710;1959;55;4;40.44;CANCELADO;404.54
1169;2021-02-09;801;903;73;3;37.17;CONFIRMADO;478.32
1170;2024-07-25;1939;2303;18;2;37.65;CONFIRMADO;453.63
1171;2024-01-08;37;1468;99;1;36.86;CONFIRMADO;405.28
1172;2022-07-22;1688;541;2;4;12.89;CONFIRMADO;327.94
1173;2023-09-06;1740;1957;46;3;23.37;CONFIRMADO;344.21
1174;2023-03-03;1653;709;99;2;46.57;CONFIRMADO;303.65
1175;2024-02-18;822;178;17;2;27.35;CONFIRMADO;291.88
1176;2024-08-05;181;2511;25;2;39.21;CONFIRMADO;321.47
1177;2024-02-04;75;1903;47;3;22.75;CONFIRMADO;380.68
1178;2025-02-07;1773;2070;64;2;38.19;CONFIRMADO;379.97
1179;2025-01-14;332;2526;49;1;38.77;CONFIRMADO;321.13
1180;2024-10-22;520;2200;65;1;25.48;CONFIRMADO;298.76
1181;2023-10-05;485;2632;8;1;32.05;CONFIRMADO;411.86
1182;2025-03-23;526;1229;1;1;36.33;CANCELADO;296.97
1183;2021-02-05;1653;2385;29;2;34.08;CONFIRMADO;497.44
1184;2024-03-01;1287;470;64;3;48.69;CONFIRMADO;393.33
1185;2022-02-08;1858;995;53;1;32.83;CONFIRMADO;395.76
1186;2025-03-16;680;1742;95;4;8.06;CONFIRMADO;302.68
1187;2021-05-02;303;2656;54;2;37.95;CONFIRMADO;291.01
